id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
63,101645,"[40480, 25905, 488, 17027, 8294, 40481]","[[10444, 6020], [8300, 17027], [1454, 19414], [15022], [978, 11332, 14071], [6953], [1301, 11332], [2104, 260, 6167, 16954], [1454, 3204], [25905], [5867, 6382], [15022, 8061]]","[40480, 40482, 500, 246, 11868, 9912, 5082, 522, 19351, 10906, 2525, 10444, 6020, 240, 715, 1583, 2525, 240, 488, 4835, 836, 17027, 562, 281, 1571, 40478, 40482, 6018, 556, 246, 40155, 9082, 488, 1233, 2913, 40478, 40482, 4846, 21453, 240, 15022, 240, 978, 11332, 14071, 240, 6953, 240, 11332, 488, 2104, 6167, 19811, 40478, 40482, 18115, 2525, 485, 11868, 1583, 488, 4835, 836, 1073, 19414, 640, 2022, 240, 670, 281, 260, 284, 1571, 40478, 40482, 9467, 500, 481, 3204, 488, 5539, 280, 1571, 40478, 40482, 4846, 25905, 240, 9072, 17027, 488, 5867, 6382, 40478, 40482, 2030, 485, 246, 14057, 240, 18115, 2525, 488, 32093, 7648, 1571, 40478, 40482, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 260, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[5006, 6324, 7770, 3184, 5975, 6270, 590, 6926, 7801, 893, 1297, 3226]"
66,15560,"[40480, 1301, 2169, 19276, 10734, 40481]","[[25617, 2169], [20003], [978, 3204, 26285], [1294, 2507, 6444], [21453], [15022, 796, 964], [1294, 30565], [1845, 2832, 23488], [652, 25, 3035, 11959, 10734], [827, 6591], [22942, 8361]]","[40480, 40482, 23667, 589, 16126, 500, 246, 4835, 39587, 488, 32093, 715, 954, 2525, 562, 7379, 1571, 40478, 40482, 2548, 240, 674, 673, 944, 500, 246, 37588, 522, 2044, 37453, 1073, 3866, 40478, 40482, 616, 759, 580, 8056, 500, 481, 9188, 562, 609, 485, 280, 2372, 500, 246, 1809, 10807, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[739, 4053, 6009, 2045, 5010, 3203, 2066, 3783, 7946, 2007, 1329]"
70,83915,"[40480, 11544, 17004, 5339, 40481]","[[1431, 523], [6812], [1353], [11544, 17004, 17918], [1092, 2507, 6444], [1657, 17004, 17918], [6796, 5940], [6953], [857, 841, 10107], [589, 260, 4001, 17918]]","[40480, 40482, 5468, 481, 1431, 523, 500, 481, 29102, 1353, 556, 481, 6444, 40478, 40482, 861, 512, 727, 246, 1431, 523, 19429, 4846, 481, 6796, 5940, 240, 6953, 240, 6812, 488, 481, 1203, 1685, 6673, 498, 17918, 488, 857, 841, 14516, 40478, 40482, 7087, 862, 40478, 40482, 921, 481, 17532, 551, 1557, 246, 4309, 1874, 7086, 1129, 3334, 240, 22717, 1073, 3866, 40478, 40482, 1082, 481, 17532, 500, 246, 1719, 28742, 5024, 240, 2454, 556, 246, 4886, 488, 851, 1229, 500, 246, 2107, 1082, 485, 3779, 1073, 10764, 500, 12095, 40478, 40482, 616, 812, 921, 617, 277, 283, 278, 280, 485, 280, 1808, 40478, 40482, 921, 481, 17532, 551, 488, 5500, 507, 714, 246, 1919, 498, 1323, 40478, 40482, 3916, 1634, 488, 3852, 481, 17532, 666, 246, 16594, 488, 1082, 500, 246, 28742, 16594, 6847, 40478, 40482, 851, 1229, 500, 246, 2107, 1082, 240, 1809, 556, 246, 4886, 240, 485, 3779, 562, 670, 277, 2088, 522, 1073, 10764, 500, 3338, 40478, 40482, 729, 2525, 481, 10906, 485, 26641, 9378, 40478, 40482, 4233, 481, 5339, 556, 246, 909, 6737, 8780, 488, 19007, 500, 481, 10906, 562, 670, 6828, 1571, 522, 1073, 1092, 2507, 488, 481, 5339, 2358, 6623, 669, 5220, 556, 704, 2147, 40478, 40482, 2548, 2469, 500, 246, 4886, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[7956, 2499, 7655, 815, 4320, 7887, 869, 6270, 1078, 63]"
82,96945,"[40480, 33100, 646, 712, 1693, 980, 40481]","[[8780], [17918], [6953], [7424, 745], [8441, 23748, 265], [5940], [1353], [19888], [21453], [19811], [734, 5612], [13249], [11332], [2568, 21275, 10734], [15022], [9230, 789, 607], [10444, 6020], [827, 6591], [4178, 28062]]","[40480, 40482, 17532, 1892, 8780, 666, 6953, 488, 17918, 40478, 40482, 9467, 500, 1346, 498, 481, 16126, 488, 3916, 1634, 485, 23667, 522, 668, 4086, 1180, 1073, 507, 5526, 246, 2215, 40478, 40482, 851, 1346, 1809, 277, 2088, 925, 4537, 481, 3338, 498, 246, 22090, 240, 617, 280, 278, 281, 498, 481, 17532, 488, 1584, 1220, 19633, 27086, 556, 481, 17532, 40478, 40482, 1082, 280, 3, 3696, 40478, 40482, 498, 481, 1705, 4858, 666, 481, 4346, 27086, 40478, 40482, 925, 1220, 4537, 556, 481, 1346, 498, 481, 17532, 40478, 40482, 31621, 688, 485, 925, 12917, 562, 481, 10025, 8442, 40478, 40482, 4233, 7124, 556, 8441, 23748, 265, 19007, 500, 729, 6720, 43, 8393, 250, 10906, 562, 6828, 485, 14635, 1571, 522, 1073, 3746, 2507, 40478, 40482, 19888, 4858, 2698, 488, 1740, 5, 500, 19888, 240, 6450, 3325, 488, 12304, 40478, 40482, 925, 246, 24176, 556, 481, 12304, 488, 3325, 488, 280, 7420, 1353, 40478, 40482, 5539, 277, 2088, 240, 14917, 715, 954, 2525, 40478, 40482, 9261, 24176, 488, 5539, 507, 714, 485, 277, 278, 280, 3026, 40478, 40482, 5539, 19414, 488, 15022, 500, 10444, 6020, 1073, 600, 1759, 4685, 3184, 40478, 40482, 4846, 4178, 11332, 488, 5539, 280, 1571, 240, 4846, 19811, 240, 24176, 488, 29471, 855, 488, 32093, 1241, 485, 246, 16064, 40478, 40482, 4846, 19888, 488, 5539, 668, 1073, 600, 2150, 21967, 40478, 40482, 9467, 500, 9230, 789, 607, 28981, 500, 280, 3, 21, 3696, 1353, 40478, 40482, 9467, 1073, 2377, 40478, 40482, 4846, 734, 5612, 40478, 40482, 851, 2548, 781, 2506, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1,"[840, 2683, 6270, 4574, 2512, 4717, 7655, 6487, 5010, 7213, 5185, 4231, 5319, 7049, 3184, 1833, 5006, 2007, 519]"
84,102725,"[40480, 21, 2009, 37412, 3959, 9191, 556, 26285, 488, 18594, 40481]","[[37412, 3959, 9191], [3137, 18594], [3204, 26285], [6953, 296, 11332]]","[40480, 40482, 13206, 3959, 9191, 40478, 40482, 1110, 792, 645, 10114, 40478, 40482, 500, 1719, 5082, 498, 11468, 31331, 1353, 240, 5539, 37412, 3959, 9191, 562, 292, 1571, 645, 1657, 240, 287, 1571, 645, 1110, 792, 240, 522, 1073, 2225, 4941, 40478, 40482, 9933, 240, 31333, 1236, 1705, 1829, 1353, 488, 9933, 833, 40478, 40482, 500, 862, 260, 35050, 16670, 34, 291, 260, 3652, 26855, 240, 23667, 3959, 9191, 240, 18594, 240, 26285, 240, 488, 6953, 488, 11332, 485, 3301, 40478, 40482, 7087, 862, 40478, 40482, 19007, 240, 1809, 240, 500, 43, 28852, 250, 10906, 562, 5895, 1571, 40478, 40482, 21596, 488, 19007, 562, 284, 1571, 1872, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[811, 2794, 7929, 6273]"
85,103880,"[40480, 8780, 567, 585, 6738, 5409, 40481]","[[17918], [15473, 8361], [15841, 6444], [8780], [6812], [5940], [15000, 10048]]","[40480, 40482, 14218, 4346, 4048, 556, 6737, 8780, 40478, 40482, 29913, 17918, 488, 15473, 8361, 666, 37453, 488, 4846, 589, 5040, 16126, 40478, 40482, 1612, 4165, 562, 7379, 13136, 40478, 40482, 13098, 714, 2000, 40478, 40482, 1612, 4165, 562, 246, 2578, 6828, 13136, 40478, 40482, 10553, 485, 3572, 4048, 488, 2933, 13241, 556, 246, 30406, 40478, 40482, 19007, 491, 14245, 286, 263, 562, 277, 277, 278, 280, 1808, 40478, 40482, 1357, 500, 4048, 7648, 1571, 781, 1927, 1557, 246, 8967, 40478, 40482, 28075, 10107, 5409, 303, 4846, 280, 260, 281, 3, 3696, 857, 841, 14516, 861, 11646, 714, 481, 2000, 40478, 40482, 4564, 5409, 303, 554, 507, 15000, 40478, 40482, 4846, 277, 3, 3696, 4564, 15258, 40478, 40482, 13249, 5409, 303, 4846, 277, 3, 3696, 13249, 15258, 40478, 40482, 5317, 1093, 27, 541, 5409, 303, 4846, 277, 6945, 5317, 26147, 2320, 861, 11646, 714, 2000, 40478, 40482, 1143, 6539, 5409, 303, 4846, 281, 18410, 1143, 7406, 861, 11646, 714, 2000, 40478, 40482, 17649, 5409, 303, 4846, 280, 260, 281, 3, 3696, 5811, 16361, 556, 481, 728, 16126, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2683, 332, 1107, 840, 2499, 4717, 7469]"
91,101601,"[40480, 2507, 6878, 488, 17869, 2715, 8, 250, 40481]","[[2507, 6878], [5867, 24176], [563, 31331, 8780], [7, 4344, 6741], [831, 4348, 1048], [3111, 25212], [38139], [3137, 3233, 22230], [32043, 1174, 13237], [2056, 21453], [3137, 32669, 9414], [30295], [21758]]","[40480, 40482, 729, 2525, 10906, 485, 43, 10353, 9378, 250, 40478, 40482, 2525, 5867, 24176, 485, 11468, 40478, 40482, 23667, 24176, 556, 2507, 6878, 240, 8780, 240, 7, 4344, 6741, 240, 831, 4348, 1048, 240, 488, 20345, 253, 25212, 500, 281, 660, 2212, 26855, 488, 19007, 240, 1809, 240, 562, 277, 260, 277, 278, 280, 1808, 522, 1073, 6878, 544, 4941, 40478, 40482, 1178, 1845, 40478, 40482, 9423, 8780, 500, 1719, 28058, 522, 19351, 10906, 40478, 40482, 4846, 38139, 240, 3233, 22075, 240, 32043, 240, 2056, 21453, 240, 488, 10848, 488, 9467, 14046, 1073, 9238, 260, 4941, 40478, 40482, 4846, 11488, 240, 13249, 17, 686, 240, 488, 23750, 21758, 485, 6878, 40478, 40482, 8263, 4309, 485, 23667, 40478, 40482, 9806, 29471, 855, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",1,"[790, 1257, 7367, 5106, 4585, 6923, 1124, 2894, 761, 6335, 2810, 4231, 1591]"
92,95421,"[40480, 2507, 2165, 7304, 9540, 40481]","[[22422], [33192, 1101, 19911], [4017], [13249, 7524], [837, 7327], [7304]]","[40480, 40482, 500, 11868, 260, 3338, 5024, 240, 9467, 1281, 4564, 7524, 240, 4017, 488, 13249, 7524, 40478, 40482, 4846, 14389, 240, 19911, 240, 4564, 12896, 488, 837, 7327, 40478, 40482, 8263, 485, 3135, 556, 7524, 9019, 40478, 40482, 8658, 746, 522, 2653, 666, 7685, 16507, 562, 26810, 488, 18959, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,"[5038, 6380, 3723, 4253, 7642, 150]"
93,115776,"[40480, 1674, 6003, 19104, 40481]","[[1674, 6821], [4914, 6821], [1444, 260, 488, 260, 1444], [19104], [36672, 21940], [3137, 20323, 3674]]","[40480, 40482, 500, 246, 11868, 5024, 240, 23667, 481, 1674, 6821, 488, 481, 4914, 6821, 40478, 40482, 2523, 688, 1281, 556, 531, 7641, 34062, 620, 525, 600, 640, 3866, 40478, 40482, 4846, 481, 1444, 296, 1444, 488, 2523, 507, 500, 620, 525, 481, 9019, 544, 12924, 40478, 40482, 3926, 481, 22193, 12998, 556, 481, 6821, 9019, 40478, 40482, 1495, 1183, 556, 246, 36672, 1444, 488, 246, 20323, 10448, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[638, 1910, 3589, 4863, 5301, 2758]"
94,103879,"[40480, 26433, 6796, 31314, 40481]","[[4787, 22339, 12304], [8441], [8289, 17881], [13249, 7524], [15000], [2507, 6444], [589, 260, 4001, 17918], [12698, 11125]]","[40480, 40482, 729, 2525, 10906, 485, 43, 50, 46, 250, 40478, 40482, 1357, 12304, 500, 14653, 7420, 488, 1082, 504, 246, 15473, 5070, 40478, 40482, 500, 1719, 5024, 240, 29369, 8441, 556, 17881, 240, 7524, 488, 15000, 40478, 40482, 500, 1007, 5024, 240, 9467, 6444, 556, 17918, 40478, 40482, 18830, 11125, 3149, 12304, 40478, 40482, 8240, 500, 8441, 9019, 240, 4858, 1183, 6515, 770, 485, 1495, 40478, 40482, 19007, 504, 2695, 8967, 491, 43, 50, 46, 250, 10906, 1073, 24564, 488, 1495, 544, 246, 1378, 24215, 240, 617, 9982, 260, 11768, 1571, 40478, 40482, 31314, 812, 3677, 609, 669, 2548, 488, 759, 580, 8658, 875, 280, 1460, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[3099, 2499, 1824, 4253, 7449, 800, 63, 648]"
100,49520,"[40480, 5339, 21278, 556, 1914, 15675, 10734, 40481]","[[12977, 5339], [5940], [6812], [16421, 5940], [8780], [6444], [15000], [21447, 7869], [15341], [1353], [1914, 15675, 1301, 12446, 7087]]","[40480, 40482, 15684, 5339, 40478, 40482, 1233, 2913, 500, 246, 1719, 13733, 5024, 40478, 40482, 23667, 589, 16126, 2303, 8780, 40478, 40482, 7087, 862, 488, 8240, 715, 5339, 40478, 40482, 15207, 5339, 500, 5940, 9019, 562, 7648, 1571, 40478, 40482, 8240, 666, 246, 16670, 34, 291, 28742, 6847, 40478, 40482, 1495, 5339, 9019, 240, 556, 1892, 609, 8780, 40478, 40482, 19007, 491, 43, 10353, 562, 15936, 260, 18711, 1571, 522, 1073, 21278, 9019, 980, 11196, 277, 3652, 40478, 40482, 4103, 2107, 10734, 715, 5339, 21278, 40478, 40482, 10734, 40478, 40482, 23667, 16126, 488, 4846, 6444, 488, 1353, 1073, 13411, 40478, 40482, 4846, 8780, 240, 488, 32093, 1073, 6737, 40478, 40482, 5539, 715, 1583, 2525, 498, 280, 1571, 40478, 40482, 4846, 1914, 15675, 240, 488, 32093, 562, 281, 260, 284, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[6795, 4717, 2499, 2559, 840, 6906, 7449, 4964, 1511, 7655]"
108,163773,"[40480, 6796, 5940, 7056, 500, 9230, 4366, 22102, 40481]","[[17918], [6953], [9230, 4366], [3151, 12486], [30645, 4785, 6821], [1353], [6812], [6444], [8780], [6796, 5940], [13249, 36, 965], [13249, 7524], [8441, 15953], [8441, 1454]]","[40480, 40482, 562, 22102, 271, 29913, 1281, 17918, 488, 6953, 40478, 40482, 9467, 500, 9230, 4366, 40478, 40482, 1892, 500, 3151, 12486, 1073, 9019, 32630, 1614, 17169, 40478, 40482, 9467, 500, 16999, 30645, 4785, 6821, 40478, 40482, 35009, 1353, 715, 9019, 8297, 240, 13733, 4309, 556, 7158, 40478, 40482, 3852, 666, 2215, 40478, 40482, 31621, 504, 4309, 1874, 7086, 3334, 40478, 40482, 3612, 485, 670, 277, 278, 292, 244, 23171, 40478, 40482, 1584, 291, 244, 7056, 6847, 40478, 40482, 13206, 488, 15084, 2075, 40478, 40482, 3926, 488, 19007, 557, 6681, 2580, 40478, 40482, 562, 4858, 271, 6143, 281, 6812, 488, 1233, 15953, 2913, 562, 1529, 500, 1209, 667, 3865, 40478, 40482, 2523, 23748, 742, 240, 7533, 6444, 8297, 40478, 40482, 1892, 8780, 666, 17918, 40478, 40482, 4846, 6796, 5940, 240, 13249, 15258, 488, 7524, 40478, 40482, 6748, 500, 23748, 742, 40478, 40482, 8240, 666, 291, 244, 9230, 4366, 7056, 6515, 40478, 40482, 19007, 500, 1845, 10906, 5895, 1571, 40478, 40482, 18115, 7858, 485, 43, 28852, 250, 488, 19007, 7379, 485, 10353, 1571, 40478, 40482, 2548, 40478, 40482, 485, 925, 1209, 667, 3865, 271, 2523, 282, 260, 284, 8441, 15953, 500, 246, 1719, 5024, 556, 7641, 34062, 504, 1583, 240, 1073, 738, 4460, 40478, 40482, 8297, 4846, 6444, 240, 4869, 1073, 6062, 14854, 1983, 40478, 40482, 4529, 1209, 667, 3865, 4309, 715, 16000, 6796, 17, 5940, 4858, 40478, 40482, 19007, 500, 26446, 10906, 6642, 485, 7648, 1571, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[2683, 6270, 1831, 6473, 1168, 7655, 2499, 6906, 840, 869, 4284, 4253, 2509, 2509]"
109,102595,"[40480, 6796, 12, 1530, 16212, 556, 15022, 8780, 40481]","[[16212], [734, 5612], [3137, 20930, 510], [13249, 240, 17, 686, 498], [15022], [4880, 1301, 11332], [8780], [13249, 7524], [1220, 13995], [1924, 19414], [10444, 6020]]","[40480, 40482, 1189, 16212, 551, 3295, 240, 1082, 481, 4739, 260, 737, 714, 504, 246, 2464, 40478, 40482, 2506, 246, 5089, 29969, 522, 3332, 7083, 7931, 481, 16212, 485, 784, 23171, 40478, 40482, 23667, 13747, 240, 17, 686, 240, 15022, 240, 11332, 488, 8780, 500, 246, 1220, 5024, 40478, 40482, 2933, 481, 9019, 715, 481, 4739, 260, 737, 498, 481, 16212, 40478, 40482, 1082, 16212, 500, 246, 1719, 7754, 5465, 240, 20761, 481, 7524, 715, 40478, 40482, 2454, 240, 8658, 746, 281, 1808, 522, 10308, 40478, 40482, 1082, 481, 10837, 488, 19414, 500, 246, 1719, 25175, 5465, 40478, 40482, 20761, 556, 6020, 40478, 40482, 19007, 14917, 240, 500, 246, 29121, 1845, 10906, 7379, 1571, 40478, 40482, 1082, 16212, 240, 4739, 260, 737, 609, 240, 715, 481, 11488, 500, 481, 25175, 5465, 40478, 40482, 19007, 14917, 500, 29121, 1845, 10906, 670, 11083, 1571, 522, 1073, 16212, 2704, 5817, 557, 10114, 40478, 40482, 6018, 481, 16212, 617, 481, 5465, 240, 2454, 13073, 556, 14653, 485, 1178, 2107, 40478, 40482, 9933, 481, 16829, 20483, 617, 481, 6847, 240, 19007, 10837, 488, 19414, 500, 246, 963, 1845, 10906, 1007, 7648, 1571, 522, 1073, 9238, 40478, 40482, 8654, 16212, 488, 4103, 556, 481, 11488, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[4110, 5185, 2909, 4288, 3184, 1867, 840, 4253, 6544, 280, 5006]"
110,96508,"[40480, 1591, 19310, 40481]","[[528, 2199], [1353], [3137, 18594], [15224, 535, 16954, 36, 965, 8294], [9514, 4914]]","[40480, 40482, 14316, 862, 528, 2199, 1072, 500, 1719, 5082, 556, 292, 7420, 1353, 40478, 40482, 2030, 485, 14057, 488, 674, 18115, 485, 32093, 488, 5539, 1073, 4941, 40478, 40482, 669, 4941, 921, 40155, 9082, 488, 1072, 528, 2199, 2198, 666, 1705, 1353, 40478, 40482, 4282, 13980, 811, 556, 704, 983, 40478, 40482, 645, 512, 604, 246, 827, 11, 959, 2212, 240, 16172, 528, 2199, 666, 2334, 3585, 40478, 40482, 645, 664, 827, 11, 959, 2212, 240, 674, 512, 812, 604, 485, 16172, 481, 528, 2199, 609, 702, 828, 40478, 40482, 1072, 17163, 528, 2199, 666, 5082, 240, 4846, 3137, 18594, 240, 17163, 240, 277, 759, 15224, 535, 16954, 36, 965, 8294, 488, 287, 7420, 498, 481, 6913, 31578, 1353, 40478, 40482, 645, 512, 823, 246, 16778, 1591, 6250, 241, 1529, 246, 909, 725, 498, 481, 31578, 1353, 40478, 40482, 9467, 862, 40478, 40482, 4103, 556, 277, 3, 21, 3696, 40478, 40482, 9514, 4914, 1490, 7685, 6255, 40478, 40482, 4846, 6953, 485, 704, 1074, 3301, 40478, 40482, 249, 587, 538, 1529, 775, 6953, 40478, 40482, 3545, 267, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[512, 7655, 2794, 6654]"
112,106148,"[40480, 5867, 488, 32043, 24167, 40481]","[[8780], [17918], [5940], [5867, 24176], [6812], [734, 744, 3707, 6821], [24167, 31433], [21453], [15022], [5867], [32043], [734, 5612], [593, 1648, 37151, 6821], [6953], [21447, 7869], [978, 11332]]","[40480, 40482, 10734, 271, 9423, 8780, 240, 9467, 500, 17918, 40478, 40482, 4846, 5940, 240, 29369, 1073, 3866, 40478, 40482, 9467, 500, 24176, 40478, 40482, 5539, 240, 9822, 6536, 240, 1073, 2377, 40478, 40482, 2523, 6812, 500, 6143, 5024, 240, 4846, 1220, 4289, 498, 10734, 40478, 40482, 674, 23667, 8441, 7087, 556, 589, 10734, 40478, 40482, 9467, 500, 6821, 488, 29471, 855, 40478, 40482, 5539, 20836, 40478, 40482, 4835, 836, 5867, 500, 8780, 556, 21453, 488, 15022, 40478, 40482, 9467, 500, 32043, 240, 5539, 284, 6591, 40478, 40482, 1073, 4941, 40478, 40482, 4846, 29471, 855, 40478, 40482, 8556, 500, 291, 272, 7877, 6847, 271, 10734, 240, 593, 1648, 37151, 240, 20836, 240, 5867, 40478, 40482, 7035, 40478, 40482, 3427, 556, 6821, 40478, 40482, 9233, 40478, 40482, 19007, 43, 8393, 562, 8393, 6591, 240, 1073, 24564, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[840, 2683, 4717, 1257, 2499, 5180, 4155, 5010, 3184, 1240, 756, 5185, 4836, 6270, 4964, 5974]"
113,72476,"[40480, 13179, 10848, 17002, 40481]","[[589, 260, 4001, 17918], [1657, 17004, 17918], [15473, 8361], [15473, 10166], [10848], [6953], [13179], [4204, 954, 260, 4739, 27043], [2274, 10841, 6020], [4017]]","[40480, 40482, 729, 2525, 10906, 485, 44, 8393, 40478, 40482, 500, 246, 1719, 5024, 240, 9467, 1281, 481, 589, 260, 4001, 17918, 488, 1657, 17004, 17918, 240, 15473, 8361, 488, 15473, 10166, 240, 10848, 488, 6953, 40478, 40482, 500, 246, 1220, 5024, 240, 9467, 1281, 481, 13179, 240, 27043, 240, 6020, 488, 4017, 40478, 40482, 4846, 13179, 9019, 485, 2832, 16126, 488, 9467, 1073, 668, 9126, 40478, 40482, 1082, 481, 17532, 504, 246, 862, 260, 1874, 7086, 3334, 40478, 40482, 2506, 246, 4309, 1874, 7086, 3332, 7083, 240, 3612, 551, 481, 17532, 1073, 277, 278, 280, 244, 2377, 40478, 40482, 2506, 246, 280, 277, 278, 282, 244, 21118, 17771, 522, 1846, 240, 1892, 551, 9410, 240, 2327, 15726, 1372, 765, 481, 16658, 240, 485, 1983, 6642, 17002, 40478, 40482, 1082, 481, 17002, 504, 531, 563, 35050, 15473, 5070, 240, 582, 3270, 688, 277, 244, 2951, 40478, 40482, 19007, 562, 6642, 485, 7648, 1571, 522, 1073, 3746, 40478, 40482, 4103, 2107, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[63, 7887, 332, 335, 3248, 6270, 1093, 5502, 1043, 3723]"
