id,i,name_tokens,ingredient_tokens,steps_tokens,techniques,calorie_level,ingredient_ids
408927,121197,"[40480, 17649, 31711, 2250, 6453, 40481]","[[10207, 11125], [5541, 4183], [28, 14769, 1922, 245, 28062], [878, 940, 15022, 796, 964], [2507, 6444], [6444], [978, 3204, 26285], [3137, 10848], [1657, 23488, 14516], [4564, 36, 965], [13249, 36, 965], [6953]]","[40480, 40482, 277, 40478, 40482, 23667, 589, 16126, 500, 246, 1719, 4835, 39587, 40478, 40482, 2030, 485, 246, 14057, 715, 1583, 2525, 40478, 40482, 32093, 240, 14917, 240, 9822, 2528, 240, 1073, 481, 10207, 11125, 604, 2400, 714, 488, 481, 9019, 980, 20559, 5140, 240, 5895, 485, 7648, 1571, 40478, 40482, 280, 40478, 40482, 851, 2548, 2055, 40478, 40482, 36305, 481, 2250, 6453, 666, 2698, 17192, 488, 8658, 746, 40478, 40482, 277, 40478, 40482, 8658, 746, 2250, 6453, 500, 531, 3048, 2240, 10807, 562, 609, 485, 277, 3592, 40478, 40482, 485, 759, 507, 562, 15485, 8541, 40478, 40482, 280, 40478, 40482, 1072, 507, 500, 11468, 6133, 1353, 562, 5895, 1571, 40478, 40482, 2548, 488, 2961, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,"[1881, 6426, 3957, 4740, 800, 6906, 6009, 2809, 7857, 5090, 4284, 6270]"
331329,10089,"[40480, 1112, 943, 15022, 26, 1261, 911, 40481]","[[6167, 26, 1261, 911], [11197, 260, 39292, 4739, 260, 1964, 5867, 24176], [21453], [15022, 796, 964], [24329, 26285], [10444, 6020], [6953, 296, 10767, 1430, 1301, 11332], [19811]]","[40480, 40482, 1082, 26, 1261, 911, 500, 246, 1911, 10757, 488, 29649, 775, 4959, 525, 512, 1085, 40478, 40482, 21662, 488, 9933, 40478, 40482, 1082, 246, 11868, 4835, 39587, 715, 11868, 260, 1583, 2525, 488, 4846, 5867, 24176, 40478, 40482, 2030, 485, 246, 3332, 14057, 40478, 40482, 8240, 26, 1261, 911, 666, 481, 5082, 1547, 620, 525, 481, 1353, 1056, 595, 1296, 11468, 40478, 40482, 4846, 481, 21453, 488, 15022, 40478, 40482, 18115, 2525, 485, 11868, 240, 2454, 240, 488, 32093, 7379, 1571, 40478, 40482, 2457, 861, 7648, 1571, 485, 788, 645, 481, 6847, 544, 2832, 40478, 40482, 4846, 277, 278, 282, 3026, 1353, 645, 1388, 40478, 40482, 645, 655, 544, 834, 889, 5379, 240, 6018, 3403, 488, 14057, 485, 32449, 40478, 40482, 6018, 617, 2525, 488, 4846, 26285, 240, 6020, 240, 6953, 240, 488, 11332, 40478, 40482, 8263, 862, 40478, 40482, 1082, 504, 7685, 6786, 556, 481, 8684, 19811, 504, 481, 2000, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]",1,"[2300, 1257, 5010, 3203, 1504, 5006, 6272, 7213]"
330169,156810,"[40480, 6977, 2032, 2417, 13995, 5409, 28924, 479, 5409, 7087, 40481]","[[3484, 5409, 7087, 556, 21278], [6812], [5940], [4564, 240, 7524, 498], [17869, 6020], [17921, 2417, 13995], [7304, 7056, 16361]]","[40480, 40482, 729, 2525, 10906, 485, 43, 28852, 250, 40478, 40482, 24440, 481, 2417, 10837, 500, 246, 5024, 40478, 40482, 4846, 500, 5379, 16126, 271, 5940, 240, 6812, 240, 6020, 488, 4564, 7524, 40478, 40482, 7087, 1073, 16343, 40478, 40482, 4846, 5409, 7087, 488, 7304, 7056, 16361, 40478, 40482, 7087, 504, 11868, 3305, 1073, 3866, 40478, 40482, 8240, 666, 6847, 498, 2650, 40478, 40482, 249, 1252, 246, 2706, 26107, 40478, 40481]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[912, 2499, 4717, 5093, 7557, 4611, 163]"
289290,21546,"[40480, 697, 3450, 252, 5867, 16476, 40481]","[[5867, 5355], [16476, 10734], [15022], [10444, 6020], [1353], [6953], [16476]]","[40480, 40482, 2525, 10444, 6020, 500, 1719, 28058, 40478, 40482, 4846, 5867, 3585, 488, 15022, 488, 4835, 836, 504, 11868, 260, 1583, 485, 478, 13982, 15022, 666, 481, 6020, 488, 1073, 5867, 544, 664, 1872, 3390, 40478, 40482, 587, 595, 9933, 40478, 40482, 10374, 500, 481, 1444, 7932, 498, 16476, 10734, 715, 481, 5867, 488, 10444, 6020, 278, 15022, 40478, 40482, 9467, 488, 2030, 485, 246, 14057, 40478, 40482, 1300, 2525, 714, 485, 954, 488, 2454, 488, 32093, 240, 9822, 6641, 40478, 40482, 1000, 16476, 10734, 544, 20726, 240, 6672, 704, 3898, 15657, 40478, 40482, 249, 1252, 2808, 16476, 40478, 40482, 2030, 246, 1719, 5082, 498, 1353, 485, 14057, 240, 4846, 246, 1378, 498, 6953, 240, 4846, 15657, 488, 2294, 485, 246, 14057, 240, 9822, 6641, 1073, 679, 1666, 836, 240, 522, 6890, 13012, 40478, 40482, 861, 15657, 544, 9649, 485, 10114, 13012, 240, 9933, 40478, 40482, 4103, 16476, 10734, 715, 1845, 240, 9649, 16476, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,"[1252, 6711, 3184, 5006, 7655, 6270, 6715]"
288683,38144,"[40480, 3717, 488, 14965, 1845, 5317, 40481]","[[22814, 2417, 5317], [20613, 8361], [6444], [3905, 4914], [1585, 260, 4914, 5940], [15341, 3261]]","[40480, 40482, 500, 246, 2262, 260, 5945, 4835, 39587, 240, 4846, 500, 481, 2400, 3585, 498, 5317, 488, 3905, 4914, 488, 715, 11868, 2525, 240, 9467, 1399, 1280, 5802, 6737, 40478, 40482, 4846, 500, 481, 20613, 8361, 240, 6444, 240, 5940, 488, 15341, 3261, 488, 29369, 1399, 1280, 5802, 507, 2323, 485, 14057, 40478, 40482, 674, 240, 921, 507, 811, 2525, 488, 2327, 6748, 500, 481, 6198, 3905, 4914, 5802, 3866, 40478, 40482, 716, 260, 2525, 833, 488, 29369, 7770, 800, 1280, 485, 925, 507, 33574, 40478, 40482, 8240, 666, 16090, 488, 35009, 20613, 8361, 504, 1495, 40478, 40482, 3545, 267, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]",2,"[1375, 1589, 6906, 2181, 3165, 1527]"
154406,126134,"[40480, 1189, 3551, 17869, 7478, 40481]","[[5339], [8780], [21453], [19811], [13995], [2056, 22942], [8289], [6821], [6953], [11332], [16954, 20003], [1845, 10734], [1454, 10734], [5940], [1454, 17918]]","[40480, 40482, 6672, 1454, 10734, 702, 13528, 277, 13020, 9082, 8780, 500, 246, 6847, 40478, 40482, 4846, 17918, 40478, 40482, 14046, 4309, 40478, 40482, 4846, 5940, 40478, 40482, 9467, 5802, 507, 8062, 649, 10734, 40478, 40482, 4846, 17163, 21453, 240, 16954, 240, 10837, 240, 2056, 1749, 2763, 240, 12193, 8289, 240, 1444, 6821, 240, 6953, 488, 11332, 40478, 40482, 4309, 8061, 481, 5339, 15786, 40478, 40482, 11072, 8780, 504, 566, 737, 808, 40478, 40482, 2933, 481, 1454, 10734, 488, 17869, 9019, 504, 481, 28742, 737, 40478, 40482, 1072, 481, 5040, 16999, 6821, 504, 1495, 40478, 40482, 35009, 16954, 488, 1749, 6224, 10734, 488, 19007, 491, 43, 8393, 6937, 250, 562, 1286, 1571, 522, 5802, 6821, 25405, 40478, 40482, 4103, 1845, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,"[715, 840, 5010, 7213, 5648, 3412, 1803, 1170, 6270, 5319, 7228, 3810, 7785, 4717, 7754]"
102015,135212,"[40480, 12187, 5867, 6285, 488, 6878, 40481]","[[1454, 6878], [4914, 498, 5867, 8294], [4914, 498, 38139, 8294], [4914, 498, 22193, 8294], [13326, 3204], [992, 1492, 501, 29702], [5867, 6285], [8780], [6953], [734, 744, 3707, 6821], [712, 941, 3012]]","[40480, 40482, 5122, 488, 2832, 5867, 6285, 40478, 40482, 1082, 481, 563, 9649, 6878, 500, 481, 2695, 498, 246, 53, 34, 6682, 15473, 6847, 40478, 40482, 7087, 1994, 802, 240, 13326, 488, 8780, 1281, 488, 8240, 246, 909, 715, 481, 6878, 485, 9819, 503, 507, 40478, 40482, 6953, 481, 5867, 6285, 488, 1082, 481, 31331, 5867, 6285, 504, 481, 6878, 40478, 40482, 8240, 481, 1346, 498, 481, 5379, 504, 481, 6285, 40478, 40482, 35009, 734, 744, 3707, 6821, 240, 501, 29702, 488, 712, 941, 3012, 504, 1495, 40478, 40482, 481, 808, 5379, 544, 481, 3204, 40478, 40482, 19007, 280, 277, 278, 280, 1808, 14917, 491, 42, 22328, 9378, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,"[7783, 1917, 1914, 1920, 6443, 4449, 1252, 840, 6270, 5180, 5168]"
60244,74743,"[40480, 25102, 22992, 2869, 9021, 6271, 40481]","[[9426, 260, 2417, 5317, 9079], [2274, 10841, 6020], [2507, 6444], [8441, 15953], [1092, 8289, 17881], [1353], [15000, 18347], [589, 260, 4001, 17918], [36374, 3388, 650, 256, 6444], [15473, 20613], [15473, 8361], [6953]]","[40480, 40482, 500, 246, 4835, 39587, 240, 9423, 281, 278, 282, 3026, 5317, 9079, 488, 6020, 715, 954, 2525, 240, 9822, 6536, 40478, 40482, 8240, 666, 246, 1719, 5024, 40478, 40482, 2548, 562, 284, 1571, 40478, 40482, 9467, 500, 2507, 6444, 40478, 40482, 4846, 8441, 15953, 240, 8289, 17881, 240, 1353, 488, 15000, 240, 9467, 862, 40478, 40482, 23667, 481, 17918, 240, 280, 278, 281, 3026, 36374, 3388, 650, 256, 6444, 240, 20613, 240, 15473, 8361, 488, 6953, 40478, 40482, 9467, 666, 5317, 9019, 1073, 9126, 40478, 40482, 9467, 500, 481, 5040, 5317, 9079, 40478, 40482, 17532, 812, 580, 963, 6062, 40478, 40482, 2869, 702, 13020, 22555, 15026, 280, 4550, 2951, 1557, 15473, 5458, 11364, 556, 3567, 3261, 6913, 7933, 40478, 40482, 19007, 491, 43, 28852, 250, 562, 292, 260, 5895, 1571, 522, 1073, 12669, 488, 1233, 40478, 40482, 2548, 562, 280, 1571, 781, 9117, 485, 6859, 11444, 40478, 40482, 35009, 16000, 9021, 556, 5040, 36374, 3388, 650, 256, 6444, 40478, 40481]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,"[1388, 1043, 800, 2509, 4330, 7655, 7470, 63, 1689, 328, 332, 6270]"
120122,165993,"[40480, 17649, 1112, 943, 28140, 568, 556, 30878, 40481]","[[6167, 20323], [6167, 17841], [6167, 7, 4344, 6741], [6945, 978, 11332, 14071], [1244, 546, 10107], [30878, 13436], [9230, 789, 607], [10444, 6020], [15022, 796, 964], [28140, 568, 2226, 3531]]","[40480, 40482, 729, 2525, 10906, 485, 44, 12354, 250, 40478, 40482, 500, 246, 1220, 5024, 23667, 20323, 240, 17841, 240, 7, 4344, 6741, 240, 978, 11332, 14071, 488, 1244, 546, 10107, 40478, 40482, 1233, 2913, 40478, 40482, 9933, 30878, 240, 492, 6255, 277, 278, 282, 3026, 498, 481, 7524, 40478, 40482, 4846, 30878, 13436, 488, 5040, 7524, 485, 246, 15963, 260, 2067, 5024, 40478, 40482, 9467, 500, 9230, 789, 607, 488, 277, 278, 282, 1901, 9082, 498, 9072, 16361, 9019, 40478, 40482, 1233, 2913, 40478, 40482, 9467, 500, 5040, 16361, 9019, 240, 15022, 488, 10444, 6020, 666, 246, 291, 260, 3652, 4170, 15473, 5465, 556, 9072, 3026, 498, 30878, 7524, 40478, 40482, 8556, 28140, 568, 504, 1495, 488, 829, 2307, 556, 9019, 500, 6847, 40478, 40482, 19007, 562, 5895, 1571, 240, 522, 1073, 3316, 14071, 2705, 40478, 40482, 1000, 3316, 829, 1240, 240, 15963, 30878, 30902, 30878, 13436, 504, 1583, 562, 282, 1571, 240, 522, 1073, 10734, 29420, 488, 6524, 1834, 40478, 40482, 4103, 7404, 522, 4262, 715, 28140, 568, 40478, 40481]","[1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",1,"[2212, 2350, 2320, 1986, 143, 5410, 1833, 5006, 3203, 3592]"
238940,126686,"[40480, 13731, 30383, 30383, 5409, 40481]","[[1454, 5409, 7087], [15000, 4087, 21278, 7087], [6812], [1657, 5940], [6020], [15000], [4914, 6821], [8780], [6444], [23618, 6444], [2548, 8797], [3137, 21190]]","[40480, 40482, 6143, 6812, 488, 2523, 15953, 5802, 6062, 40478, 40482, 23667, 1346, 498, 16126, 4258, 8441, 23748, 265, 488, 2523, 862, 40478, 40482, 6748, 500, 8441, 15953, 40478, 40482, 14218, 281, 291, 3652, 5409, 18845, 488, 18830, 9019, 1210, 688, 40478, 40482, 19007, 7379, 485, 10353, 1571, 40478, 40482, 23948, 271, 4914, 8780, 488, 4914, 6821, 40478, 40482, 4846, 22722, 252, 240, 12172, 862, 40478, 40482, 674, 4846, 15000, 488, 6748, 500, 2548, 8797, 40478, 40482, 1892, 21190, 666, 15786, 240, 13884, 803, 562, 1495, 40478, 40482, 669, 5409, 544, 2548, 240, 8556, 556, 23948, 674, 21190, 40478, 40482, 8658, 746, 5409, 10308, 522, 507, 812, 580, 246, 5063, 20284, 267, 40478, 40481]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]",1,"[912, 7479, 2499, 7853, 4987, 7449, 1910, 840, 6906, 5695, 1789, 2901]"
200498,50522,"[40480, 33620, 6796, 5940, 30137, 40481]","[[17918], [4087, 1431, 523], [8780], [5940], [6812], [15000, 18347], [6444], [6953]]","[40480, 40482, 6672, 481, 22306, 488, 8658, 746, 491, 1423, 292, 1808, 781, 15473, 2383, 589, 850, 485, 604, 30137, 562, 2340, 240, 522, 10308, 485, 604, 688, 562, 3511, 40478, 40482, 925, 481, 22306, 500, 481, 1475, 522, 2554, 271, 40478, 40482, 23667, 488, 29369, 1281, 481, 2832, 16126, 500, 246, 1719, 5024, 271, 17918, 240, 1431, 523, 240, 6444, 488, 6953, 40478, 40482, 23667, 481, 6737, 8780, 488, 5940, 40478, 40482, 4846, 481, 9019, 485, 481, 2832, 16126, 40478, 40482, 29369, 6812, 488, 15000, 1281, 500, 246, 6143, 1220, 5024, 40478, 40482, 4846, 481, 8441, 260, 15000, 9019, 485, 481, 728, 9019, 240, 488, 29369, 1073, 862, 260, 9126, 40478, 40482, 2454, 556, 4438, 5507, 488, 3261, 500, 481, 8051, 1073, 2346, 1475, 40478, 40482, 525, 2554, 522, 2890, 1475, 271, 40478, 40482, 6672, 28345, 4230, 557, 2647, 40478, 40482, 9467, 481, 22306, 485, 39925, 507, 40478, 40482, 4846, 485, 28345, 4230, 481, 1164, 638, 512, 636, 728, 22306, 240, 2621, 500, 1083, 525, 616, 22306, 812, 3779, 725, 815, 5424, 650, 525, 1529, 15473, 8361, 1698, 498, 1431, 523, 40478, 40482, 2191, 282, 260, 287, 1719, 2738, 30137, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,"[2683, 7956, 840, 4717, 2499, 7470, 6906, 6270]"
239063,97334,"[40480, 9670, 1527, 15352, 7732, 13995, 9540, 40481]","[[9689], [10837], [21453], [1061, 494, 813, 2141], [15022, 8361], [9689, 1121, 14719], [26285], [1454, 6444], [6167, 734, 5612], [29471, 484, 6953], [17195, 1430, 11332]]","[40480, 40482, 500, 246, 28058, 5539, 481, 9689, 15786, 1073, 1241, 9238, 40478, 40482, 6018, 485, 246, 3505, 16172, 522, 19657, 8654, 481, 9649, 9689, 40478, 40482, 1233, 2913, 40478, 40482, 1082, 481, 8684, 522, 827, 943, 10837, 666, 246, 1719, 5082, 40478, 40482, 2454, 556, 1353, 488, 2030, 485, 246, 14057, 40478, 40482, 5539, 481, 10837, 1073, 4941, 568, 843, 3677, 9933, 488, 10553, 485, 246, 1719, 5024, 4846, 500, 481, 21453, 40478, 40482, 500, 246, 5024, 7087, 1281, 481, 1061, 494, 813, 2141, 240, 15022, 8361, 240, 277, 278, 282, 3026, 9689, 14218, 26285, 240, 6444, 240, 734, 5612, 240, 21137, 6953, 488, 1301, 11332, 40478, 40482, 7087, 862, 485, 23667, 40478, 40482, 8240, 715, 481, 9649, 10837, 488, 2327, 8263, 485, 23667, 40478, 40482, 35009, 481, 9649, 9689, 504, 1495, 498, 481, 9540, 40478, 40482, 851, 1229, 491, 844, 7858, 562, 277, 522, 725, 1808, 781, 6255, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,"[298, 5648, 5010, 4623, 3217, 301, 7620, 7790, 2324, 6374, 1571]"
248727,136546,"[40480, 1279, 5903, 1657, 17004, 13617, 556, 13731, 10734, 40481]","[[589, 260, 4001, 17918], [1657, 17004, 17918], [15473, 8361], [15473, 10166], [6953], [6812], [954, 260, 4739, 6796, 5940], [3567, 4739, 5940], [4017], [15000], [36374, 3388, 650, 256, 6444], [21190], [13249, 7524], [17577, 17881]]","[40480, 40482, 729, 2525, 10906, 485, 11291, 250, 729, 2525, 246, 1719, 3567, 3261, 1415, 1936, 522, 28058, 715, 246, 11868, 260, 954, 5609, 40478, 40482, 500, 246, 11868, 5024, 240, 29369, 1281, 481, 2832, 16126, 40478, 40482, 500, 1007, 11868, 5024, 240, 2523, 1281, 481, 6812, 240, 6796, 5940, 240, 5523, 260, 4739, 5940, 240, 4017, 488, 15000, 40478, 40482, 9467, 481, 2806, 16126, 666, 481, 2832, 16126, 240, 13733, 808, 1046, 485, 23667, 688, 40478, 40482, 481, 22306, 812, 580, 5140, 22559, 40478, 40482, 1529, 246, 277, 278, 281, 3026, 18434, 3026, 485, 36305, 481, 22306, 1557, 481, 1415, 1936, 522, 28058, 40478, 40482, 7409, 481, 24715, 669, 481, 1495, 544, 13853, 488, 507, 544, 3746, 2507, 504, 481, 2695, 40478, 40482, 674, 5539, 1073, 481, 728, 737, 544, 3746, 2507, 40478, 40482, 1578, 504, 531, 10906, 5468, 3505, 500, 481, 10906, 1073, 481, 2179, 17588, 544, 1011, 40478, 40482, 13731, 10734, 271, 40478, 40482, 673, 944, 21190, 500, 2044, 37453, 485, 246, 27919, 673, 944, 40478, 40482, 2525, 688, 500, 246, 1220, 4835, 39587, 715, 246, 954, 5609, 240, 1073, 600, 640, 668, 2107, 40478, 40482, 9467, 500, 13249, 7524, 488, 17577, 17881, 40478, 40482, 669, 589, 481, 13617, 640, 1011, 240, 1892, 688, 666, 1279, 9068, 556, 246, 1279, 5903, 11274, 17771, 40478, 40482, 36305, 670, 277, 278, 281, 3026, 498, 481, 13731, 10734, 1557, 1183, 3505, 240, 1082, 13617, 504, 1495, 488, 35009, 556, 36374, 3388, 650, 256, 6444, 240, 645, 2506, 40478, 40481]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,"[63, 7887, 332, 335, 6270, 2499, 869, 4717, 3723, 7449, 1689, 6846, 4253, 4568]"
69436,106465,"[40480, 12395, 25808, 500, 13529, 40481]","[[12395, 25808], [19414], [4087, 5867, 6168, 4386, 504, 38439, 1024], [3442], [20930, 510, 3674], [1705, 1353], [17918], [6953, 488, 11332]]","[40480, 40482, 6953, 488, 11332, 12395, 25808, 40478, 40482, 38985, 715, 1583, 2525, 1073, 903, 2324, 40478, 40482, 1082, 25808, 500, 26763, 5082, 40478, 40482, 1955, 8684, 19414, 715, 12395, 25808, 40478, 40482, 20599, 5867, 6168, 4386, 504, 500, 3442, 40478, 40482, 9467, 500, 20930, 510, 3674, 40478, 40482, 8240, 715, 12395, 25808, 40478, 40482, 2454, 488, 5539, 504, 954, 2525, 4094, 562, 292, 260, 5895, 1808, 40478, 40482, 562, 21552, 271, 23683, 4739, 617, 6913, 5379, 40478, 40482, 1082, 6913, 5379, 500, 246, 4835, 39587, 40478, 40482, 500, 246, 7932, 522, 21552, 30338, 240, 23667, 1705, 1353, 556, 17918, 40478, 40482, 29369, 666, 6913, 5379, 240, 9822, 6536, 1073, 507, 2323, 485, 246, 14057, 40478, 40482, 14057, 277, 260, 280, 1571, 40478, 40482, 4103, 715, 6878, 240, 20836, 240, 522, 17921, 10837, 40478, 40481]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",2,"[5574, 5010, 3861, 510, 7170, 1645, 2683, 6276]"
347224,53361,"[40480, 4172, 2839, 1781, 2417, 247, 9514, 5867, 40481]","[[25175, 16428], [17869, 6020], [38139], [4178, 11332], [30878, 13436], [30878, 7524], [2507, 6444], [26285], [37754, 10734], [20003], [652, 25, 3035, 11959, 10734], [1430, 10848], [9230, 789, 607], [1705, 1353]]","[40480, 40482, 2525, 6020, 500, 246, 282, 522, 287, 260, 660, 2212, 4172, 2839, 1781, 40478, 40482, 2507, 5867, 246, 1026, 3585, 491, 246, 720, 40478, 40482, 1233, 2913, 40478, 40482, 2294, 589, 5867, 485, 4172, 2839, 1781, 40478, 40482, 4846, 38139, 488, 2056, 11332, 40478, 40482, 23667, 30878, 7524, 240, 2507, 6444, 240, 26285, 240, 37754, 10734, 240, 20003, 240, 652, 25, 3035, 11959, 10734, 240, 488, 10848, 40478, 40482, 8240, 715, 5867, 40478, 40482, 1343, 4172, 2839, 1781, 2454, 15765, 40478, 40482, 1082, 4172, 34584, 504, 5366, 7486, 40478, 40482, 5539, 562, 292, 1571, 240, 491, 7648, 6823, 4172, 240, 556, 34584, 7944, 1547, 40478, 40482, 2548, 4172, 2839, 1781, 491, 1098, 40478, 40482, 6018, 5867, 488, 11488, 485, 246, 2107, 16153, 40478, 40482, 7087, 9230, 789, 607, 556, 1705, 1353, 40478, 40482, 12172, 666, 1845, 5379, 40478, 40482, 5539, 488, 9467, 1073, 9019, 29420, 488, 6524, 1834, 40478, 40482, 4846, 30878, 13436, 488, 2525, 40478, 40482, 8240, 10734, 715, 5867, 40478, 40482, 4103, 556, 6878, 40478, 40481]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,"[6142, 7557, 1124, 519, 5410, 5422, 800, 7620, 6696, 4053, 7946, 3512, 1833, 1645]"
